Institute,Branch Name,Quota,Category,Seat Pool,Opening Rank,Closing Rank,Round No,State
NIT Jalandhar,"Industrial and Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-Only,40287,47461,7,Punjab
NIT Jalandhar,"Industrial and Production Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6154,7352,7,Punjab
NIT Jalandhar,"Industrial and Production Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,8728,8728,7,Punjab
NIT Jalandhar,"Industrial and Production Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2811,3405,7,Punjab
NIT Jalandhar,"Industrial and Production Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-Only,5274,5274,7,Punjab
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5044,7495,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,6748,10363,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2556,2836,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,3982,3982,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,11920,20557,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,14136,26061,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2493,3646,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4608,5474,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,823,1311,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,1156,1156,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6488,8522,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,9810,12913,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,852,852,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2682,2795,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-Only,4445,4445,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,15114,20964,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-Only,23097,29138,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN-PwD,Gender-Neutral,446,446,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2876,5184,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,4159,6104,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1653,2097,7,Rajashtahn
NIT Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-Only,2848,2848,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4525,5787,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,6686,10467,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2472,2794,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,4563,4563,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,11284,18121,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,17099,24900,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,871,993,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,634,2314,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,6722,6722,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC-PwD,Gender-Neutral,67,67,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,232,291,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,304,304,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6129,7283,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,13036,13560,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3033,3262,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-Only,5026,5026,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS-PwD,Gender-Neutral,57,57,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,17128,24422,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-Only,25882,31107,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN-PwD,Gender-Neutral,620,620,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2659,3610,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,4185,4743,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,840,1249,7,Rajashtahn
NIT Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-Only,1578,1578,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,880,1721,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,3399,4172,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,137,137,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,494,607,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,1533,1533,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,1148,4483,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,5705,6462,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Female-Only,909,909,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,421,929,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,1410,1410,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,243,397,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,1132,1658,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,3475,3605,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,65,65,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,508,576,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-Only,1485,1485,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,2135,4566,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-Only,3110,6169,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN-PwD,Gender-Neutral,94,105,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,737,974,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,2472,2874,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC-PwD,Gender-Neutral,28,28,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,489,576,7,Rajashtahn
NIT Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-Only,1007,1007,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2419,3975,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,5232,6339,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,614,614,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1346,1593,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,2392,2392,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,4119,10807,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,8489,16250,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,297,297,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,398,1524,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,979,3717,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC-PwD,Gender-Neutral,41,41,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,141,331,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,1288,1288,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2851,4161,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,7083,8479,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,404,404,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1622,1668,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-Only,2763,2763,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,8982,13357,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-Only,12250,19543,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN-PwD,Female-Only,1697,1697,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1996,2860,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,3714,3714,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,776,1107,7,Rajashtahn
NIT Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-Only,1973,1973,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2040,3548,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,4976,6438,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,897,897,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1048,1299,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,2487,2487,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,5925,8905,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,8156,11612,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,1506,1506,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1241,2026,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,2160,2160,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,507,711,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,409,409,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2619,3529,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,5614,6090,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,280,280,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1148,1245,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-Only,2445,2445,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS-PwD,Gender-Neutral,32,32,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,7445,9208,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-Only,10271,14157,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN-PwD,Female-Only,373,373,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1745,2184,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,3605,3653,7,Rajashtahn
NIT Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1053,1170,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3761,4769,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,8884,8962,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1594,1765,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,4231,4231,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,9382,13541,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,15826,22246,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,509,509,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1449,2204,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4635,4635,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,387,701,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,1793,1793,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,4247,4979,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,9288,12086,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1767,2034,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-Only,3851,3851,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,8396,14776,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-Only,21922,27774,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN-PwD,Gender-Neutral,741,741,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2352,3058,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,4162,4162,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1119,1340,7,Rajashtahn
NIT Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-Only,1719,1719,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,7623,9918,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,11796,14656,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4047,4619,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,5464,5570,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,18705,30539,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,27872,35359,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3402,4877,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,8076,8156,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1816,3190,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9247,11486,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,15489,15912,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4438,4851,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-Only,5955,5955,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,23365,34817,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-Only,33297,37677,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5325,6678,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,8148,8148,7,Rajashtahn
NIT Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2124,2409,7,Rajashtahn
